Applicant_ID,Age,Education_Level,Employment_Duration_Years,Annual_Income,Owns_Home,Savings_Balance,Checking_Balance,Existing_Loans_Count,Credit_Card_Utilization,Loan_Amount,Loan_Duration_Months,Debt_to_Income_Ratio,Payment_History_Delay,Credit_Score,Credit_Status
ID_5287,33,Bachelor,8.2,101479.61,0,11953.66,3033.0,1,0.053,23253.84,12,0.241,1,620,1
ID_5288,41,Master,6.6,144976.52,1,37597.34,3936.0,1,0.025,1000.0,60,0.001,0,759,1
ID_5289,57,PhD,3.1,59855.58,1,13930.27,1418.02,3,0.431,17294.11,60,0.061,2,553,1
ID_5290,46,Bachelor,2.0,35496.37,0,5676.93,1669.94,1,0.677,10418.51,12,0.308,3,404,0
ID_5291,45,Master,4.7,41238.89,1,12200.96,2282.34,0,0.673,23865.1,60,0.122,0,629,1
ID_5292,33,Bachelor,10.4,49437.01,0,7378.58,3259.77,0,0.141,19218.83,36,0.136,0,670,1
ID_5293,21,High School,3.0,32368.43,0,5581.82,1394.97,1,0.332,29741.24,36,0.322,1,514,0
ID_5294,36,Bachelor,0.6,30047.34,1,0.0,2088.92,0,0.145,12933.92,36,0.151,2,556,1
ID_5295,53,Bachelor,2.8,154594.93,1,16104.97,7651.17,0,0.492,28882.4,36,0.065,1,651,1
ID_5296,20,Bachelor,2.0,63026.26,0,0.0,3973.83,2,0.225,31654.85,36,0.176,1,518,1
ID_5297,26,High School,8.0,35718.84,0,5077.37,1572.4,0,0.555,25637.55,36,0.251,3,433,1
ID_5298,40,Bachelor,5.7,81495.39,1,20913.62,6479.26,1,0.202,1000.0,60,0.003,0,716,1
ID_5299,27,Bachelor,2.6,30056.28,0,9144.19,3244.25,0,0.382,41087.78,60,0.287,1,541,0
ID_5300,29,PhD,0.1,31319.43,0,0.0,2767.83,2,0.204,36155.19,36,0.404,1,489,0
ID_5301,33,Bachelor,4.2,36260.3,0,0.0,4562.24,2,0.195,21556.4,48,0.156,1,539,0
ID_5302,22,Bachelor,0.5,123903.29,0,15052.74,10998.04,3,0.362,1000.0,36,0.003,0,598,0
ID_5303,27,Bachelor,9.0,47741.67,1,10192.09,1782.86,0,0.579,30436.34,60,0.134,1,585,1
ID_5304,47,High School,7.0,15980.85,0,4192.47,1077.96,0,0.193,15497.67,12,1.018,3,406,0
ID_5305,23,Bachelor,3.1,99213.86,0,24658.59,9887.66,1,0.22,15108.37,48,0.04,1,610,1
ID_5306,19,Master,1.0,46481.48,0,6847.33,4926.53,2,0.253,23591.46,24,0.266,1,523,0
ID_5307,31,Bachelor,11.4,21488.99,0,3987.72,1957.98,0,0.424,51195.5,24,1.251,1,430,0
ID_5308,47,Master,1.7,46242.67,1,8930.62,4879.91,0,0.185,27644.89,48,0.157,0,695,1
ID_5309,36,High School,1.4,70298.23,0,16145.53,2828.0,0,0.238,23008.08,60,0.069,2,568,1
ID_5310,33,High School,14.0,66305.26,1,8582.17,7052.91,1,0.266,15613.29,36,0.082,0,697,1
ID_5311,39,Master,8.3,133146.79,0,19350.51,4338.85,1,0.185,25559.81,36,0.067,0,685,1
ID_5312,18,Master,0.0,35369.89,1,5110.59,3092.71,1,0.334,24979.68,60,0.148,4,427,0
ID_5313,44,PhD,1.1,55456.82,1,5501.53,3577.81,0,0.41,35854.51,12,0.679,1,543,0
ID_5314,43,Bachelor,0.8,38185.66,0,0.0,2609.54,1,0.255,15433.41,48,0.106,0,598,0
ID_5315,34,Master,0.1,25056.88,0,10390.56,2692.62,1,0.329,10383.02,12,0.435,0,562,0
ID_5316,51,Master,1.4,84352.83,1,1878.43,5378.02,0,0.36,17028.43,24,0.106,0,671,1
ID_5317,25,Master,7.0,68297.93,0,7942.1,5478.33,1,0.299,23432.96,36,0.12,0,623,1
ID_5318,52,Bachelor,1.4,62432.37,0,10726.58,4513.67,1,0.65,24617.78,36,0.138,0,588,0
ID_5319,40,Bachelor,6.5,67063.49,0,14291.63,2550.92,0,0.313,24824.39,24,0.194,0,647,1
ID_5320,34,Master,1.5,38455.75,0,5593.95,3907.12,3,0.282,7162.93,36,0.065,1,541,0
ID_5321,38,Bachelor,2.5,32766.19,1,4974.96,3175.18,0,0.462,23461.93,60,0.15,0,632,1
ID_5322,37,Bachelor,19.0,55205.82,0,11743.56,3480.72,2,0.085,37305.32,36,0.237,1,625,1
ID_5323,53,Bachelor,1.4,96819.69,0,20869.23,7499.25,1,0.286,47900.56,36,0.173,3,521,0
ID_5324,26,Bachelor,2.4,121059.64,0,3219.5,7630.66,1,0.158,42719.51,24,0.185,1,581,1
ID_5325,29,Bachelor,1.8,80637.28,0,7648.53,2056.39,0,0.151,23906.02,36,0.104,0,651,1
ID_5326,51,High School,0.6,54972.44,0,9962.94,4001.89,2,0.361,22150.4,12,0.423,1,531,0
ID_5327,31,Master,3.4,62000.14,0,0.0,0.0,0,0.306,47374.83,60,0.16,2,499,0
ID_5328,49,Bachelor,2.4,54491.33,0,7235.79,5638.39,1,0.749,23022.29,24,0.222,1,512,0
ID_5329,59,Bachelor,5.9,32436.13,0,6871.83,3204.29,2,0.231,40608.13,60,0.263,1,580,0
ID_5330,34,High School,8.5,54848.15,0,16885.92,2905.13,0,0.327,24476.27,36,0.156,0,647,1
ID_5331,47,High School,3.9,27794.31,1,0.0,0.0,2,0.12,1000.0,60,0.008,0,650,1
ID_5332,25,High School,0.2,50917.47,0,9244.84,5616.26,1,0.089,36952.36,36,0.254,1,575,0
ID_5333,48,Bachelor,4.8,122768.11,0,13566.72,5406.99,1,0.097,42392.57,24,0.181,1,638,1
ID_5334,41,High School,0.3,81750.7,1,22307.37,9509.46,2,0.287,19094.77,36,0.082,1,625,1
ID_5335,44,Master,4.8,34147.35,0,4721.27,4657.21,1,0.233,4168.76,24,0.064,2,552,0
ID_5336,31,High School,5.8,52249.49,0,0.0,0.0,0,0.112,52388.71,36,0.351,1,553,1
ID_5337,19,High School,1.0,35696.64,0,9248.73,4381.79,1,0.291,22374.58,36,0.219,2,493,0
ID_5338,45,High School,8.6,52509.17,0,14075.96,4054.84,1,0.248,18812.01,36,0.125,2,570,0
ID_5339,18,High School,0.0,91176.63,1,20270.75,4398.13,0,0.38,33079.7,36,0.127,0,648,1
ID_5340,35,Bachelor,8.4,75094.6,0,11333.44,8313.92,0,0.24,74253.47,24,0.519,2,532,0
ID_5341,50,Master,1.8,187600.89,1,23463.82,8670.99,0,0.24,33714.03,24,0.094,0,732,1
ID_5342,41,Bachelor,4.4,98345.17,1,10478.26,1982.5,0,0.283,28208.55,36,0.1,2,604,0
ID_5343,62,High School,12.3,59994.02,0,10150.37,3146.18,1,0.42,26256.04,48,0.115,2,572,1
ID_5344,51,High School,1.9,76006.56,1,14499.34,7080.63,0,0.419,54773.9,24,0.378,1,608,0
ID_5345,31,Bachelor,8.6,48960.95,1,10346.93,2668.69,0,0.211,34491.84,24,0.37,0,663,1
ID_5346,39,PhD,0.0,30830.13,0,4326.45,1454.87,0,0.269,40548.7,36,0.46,0,578,0
ID_5347,38,High School,0.0,104077.21,0,19445.76,10003.08,3,0.28,30470.75,60,0.061,0,621,1
ID_5348,20,Bachelor,2.0,89724.19,0,23407.54,4636.96,0,0.236,34645.44,36,0.135,1,598,0
ID_5349,27,Bachelor,7.2,48024.8,0,12884.08,3757.99,1,0.128,19988.86,60,0.087,0,655,1
ID_5350,32,High School,7.8,62128.98,0,13343.76,1905.51,0,0.085,28047.86,60,0.095,0,683,0
ID_5351,18,Bachelor,0.0,100757.27,1,19379.31,4056.82,0,0.111,12649.81,36,0.044,1,654,0
ID_5352,39,High School,0.6,82716.61,0,14674.52,2985.16,0,0.244,15855.51,36,0.067,0,660,1
ID_5353,36,Bachelor,1.3,26067.62,0,4647.81,2068.76,0,0.39,33827.96,48,0.341,0,574,0
ID_5354,18,High School,0.0,61194.34,0,3731.93,6544.82,0,0.332,12335.27,36,0.071,1,559,1
ID_5355,43,Bachelor,1.0,49820.62,0,10353.96,5542.18,1,0.396,27349.08,60,0.115,1,570,0
ID_5356,47,High School,5.7,94513.73,0,9150.4,3923.03,1,0.258,18382.67,36,0.068,1,618,1
ID_5357,41,PhD,3.8,90718.93,1,15049.64,8110.98,1,0.445,4765.8,60,0.011,0,674,1
ID_5358,35,High School,0.4,104747.08,1,17365.31,3115.82,0,0.28,29099.59,48,0.073,2,599,0
ID_5359,46,Master,1.7,30978.63,1,8713.44,1129.23,1,0.309,38958.34,24,0.66,1,543,0
ID_5360,47,Master,3.7,36605.15,0,5303.81,4191.04,0,0.308,1325.98,24,0.019,0,653,1
ID_5361,42,PhD,9.6,94564.86,0,0.0,2759.78,1,0.092,35961.2,36,0.133,1,607,0
ID_5362,29,Bachelor,6.1,40302.83,0,0.0,3912.91,0,0.569,4929.01,36,0.043,1,527,0
ID_5363,42,Bachelor,4.9,25318.32,0,5268.82,908.96,1,0.247,49400.0,12,2.049,2,300,0
ID_5364,53,Bachelor,3.4,70706.89,0,19012.35,2354.4,2,0.292,35207.08,60,0.105,1,597,0
ID_5365,31,High School,1.8,41208.13,0,8392.03,2672.83,1,0.552,1325.11,24,0.017,2,492,0
ID_5366,64,Bachelor,0.6,132573.88,1,11699.39,4210.2,0,0.473,40353.54,60,0.064,0,697,1
ID_5367,32,High School,2.6,62823.99,0,5722.08,2026.42,2,0.569,13961.67,36,0.078,2,470,0
ID_5368,39,PhD,0.1,58696.16,0,9879.99,2922.8,0,0.442,7622.08,36,0.045,0,623,0
ID_5369,30,High School,1.2,45043.23,0,8804.04,3139.48,1,0.327,37991.68,36,0.295,1,537,0
ID_5370,41,Bachelor,2.8,120020.48,0,0.0,10007.8,0,0.03,46721.73,60,0.082,0,674,1
ID_5371,18,Bachelor,0.0,64814.02,0,16103.26,6761.98,0,0.414,33573.75,36,0.181,1,552,1
ID_5372,32,Bachelor,0.2,44167.75,0,9592.18,0.0,1,0.584,18310.63,36,0.145,0,553,0
ID_5373,25,Bachelor,4.4,36423.09,0,6662.85,2300.05,0,0.169,28052.12,36,0.27,0,619,1
ID_5374,40,High School,4.0,52222.23,0,0.0,3225.99,2,0.282,14521.17,36,0.097,2,499,0
ID_5375,50,Bachelor,0.4,33228.94,0,4475.21,2873.92,0,0.137,21861.17,36,0.23,1,599,0
ID_5376,46,High School,14.3,90620.77,0,0.0,1191.87,0,0.208,32345.32,36,0.125,0,663,1
ID_5377,18,Master,0.0,21934.78,0,7700.3,2531.91,0,0.098,1000.0,48,0.012,0,637,0
ID_5378,63,Bachelor,9.6,50525.98,1,5383.96,5420.84,1,0.174,33033.57,60,0.137,0,719,1
ID_5379,42,PhD,0.0,73501.92,1,0.0,5168.28,2,0.146,1000.0,60,0.003,1,610,0
ID_5380,29,High School,10.7,64283.59,0,0.0,5837.13,1,0.372,2072.36,24,0.017,2,520,0
ID_5381,40,High School,0.1,37848.95,1,6603.36,2274.9,0,0.03,36769.32,36,0.34,1,629,1
ID_5382,41,High School,7.1,75367.34,0,18128.08,7136.11,1,0.468,9806.91,36,0.046,0,639,0
ID_5383,30,High School,2.2,34786.35,0,0.0,667.83,2,0.235,7160.88,24,0.108,2,477,0
ID_5384,41,High School,6.7,53573.38,0,5478.16,6479.37,0,0.529,19679.12,48,0.096,1,574,0
ID_5385,31,Bachelor,2.6,75050.82,0,16405.74,1371.07,0,0.284,14355.24,60,0.04,0,650,0
ID_5386,34,High School,0.4,68285.75,0,8351.93,7155.07,1,0.411,29164.93,24,0.224,0,590,0
ID_5387,30,Bachelor,7.3,38656.9,0,0.0,3242.91,2,0.242,28143.98,24,0.382,3,418,0
ID_5388,21,Master,0.4,98592.18,0,13729.72,7287.29,1,0.624,7259.51,60,0.015,1,534,0
ID_5389,40,Bachelor,12.8,56576.4,0,6707.3,5164.23,0,0.411,1000.0,36,0.006,0,663,1
ID_5390,46,Bachelor,0.3,78550.55,1,0.0,1215.57,0,0.208,21348.97,36,0.095,3,530,0
ID_5391,45,Bachelor,3.3,116372.38,1,8684.03,5495.97,0,0.228,44809.39,48,0.101,1,664,0
ID_5392,48,Bachelor,6.4,94727.56,0,7392.15,10647.4,3,0.296,23815.08,24,0.132,1,581,1
ID_5393,42,High School,2.5,94851.21,0,16382.04,5393.73,2,0.281,18743.16,36,0.069,1,594,0
ID_5394,32,Bachelor,1.2,59655.4,0,0.0,6077.48,1,0.435,56146.48,24,0.494,2,432,0
ID_5395,49,Bachelor,7.1,80576.92,0,22268.55,1563.06,1,0.303,38546.93,36,0.167,0,655,1
ID_5396,22,Master,4.0,60282.57,0,9315.94,4738.28,1,0.225,1000.0,24,0.009,0,636,0
ID_5397,28,Bachelor,10.0,29594.32,0,5960.9,1091.58,0,0.341,19978.54,48,0.177,2,525,0
ID_5398,27,Bachelor,2.4,63030.37,1,15959.14,4634.41,1,0.372,29015.12,24,0.242,1,585,0
ID_5399,51,Bachelor,3.5,61585.42,0,7088.56,2956.31,2,0.182,5782.61,36,0.033,2,563,0
ID_5400,50,High School,2.3,72537.92,0,18245.04,3758.96,0,0.312,19727.58,36,0.095,3,531,0
ID_5401,44,Bachelor,1.5,50817.78,0,13258.71,0.0,0,0.12,25383.33,36,0.175,0,658,1
ID_5402,51,Bachelor,7.0,37022.17,0,7229.08,2402.16,0,0.541,20972.95,60,0.119,1,575,0
ID_5403,28,High School,2.1,75226.06,0,0.0,3329.45,0,0.274,3205.68,36,0.015,2,526,0
ID_5404,43,High School,2.8,28095.48,0,5254.93,2896.3,1,0.277,51427.73,48,0.48,1,530,0
ID_5405,37,High School,2.6,112353.96,0,0.0,7949.15,0,0.04,29802.8,60,0.056,0,668,0
ID_5406,49,Bachelor,6.2,48256.75,0,12437.79,1190.94,1,0.159,9534.21,36,0.069,0,671,1
ID_5407,37,High School,12.5,61252.75,0,5234.93,5763.57,1,0.209,40769.59,36,0.233,3,510,0
ID_5408,34,Bachelor,5.5,71630.7,1,0.0,7044.05,2,0.175,23541.94,60,0.069,3,513,0
ID_5409,45,Bachelor,3.2,72790.74,1,0.0,0.0,2,0.621,42851.58,12,0.618,5,300,0
ID_5410,49,Bachelor,7.6,26782.6,0,9336.64,1632.59,1,0.316,23122.72,36,0.302,2,524,0
ID_5411,30,Master,5.1,81800.88,0,12136.47,5749.74,0,0.219,1000.0,60,0.003,0,673,1
ID_5412,38,Master,0.3,63043.29,0,18503.97,1367.92,0,0.216,5790.59,36,0.032,0,663,1
ID_5413,26,Bachelor,0.5,39433.43,0,7956.1,3741.81,1,0.246,45539.48,36,0.404,0,573,1
ID_5414,18,High School,0.0,37241.04,0,2436.51,1933.43,0,0.148,43589.72,24,0.614,3,415,0
ID_5415,41,Bachelor,3.1,45842.8,0,6562.05,1937.05,2,0.123,1071.86,60,0.005,1,600,0
ID_5416,46,Bachelor,8.7,28300.34,1,5169.08,2332.42,0,0.114,50074.67,60,0.372,0,680,1
ID_5417,42,Bachelor,1.9,128172.68,1,16529.01,12731.69,2,0.568,43464.07,60,0.071,2,549,0
ID_5418,18,Bachelor,0.0,113899.94,0,18772.7,10479.17,1,0.142,13584.12,12,0.125,3,506,1
ID_5419,34,High School,12.0,67903.99,1,11483.49,1971.81,2,0.428,23595.06,24,0.182,1,594,0
ID_5420,18,Bachelor,0.0,48450.64,0,0.0,5330.36,2,0.161,1000.0,36,0.007,1,538,0
ID_5421,55,High School,5.5,49091.74,0,0.0,1336.75,0,0.054,12386.31,24,0.132,1,621,0
ID_5422,25,Bachelor,1.6,79144.68,0,12702.41,7742.1,1,0.468,21194.03,36,0.094,2,507,0
ID_5423,54,High School,0.6,130471.94,0,14215.74,9148.53,0,0.097,30567.57,60,0.049,1,670,1
ID_5424,50,Bachelor,0.1,40733.32,0,9569.94,4539.77,4,0.15,22916.15,24,0.295,0,587,1
ID_5425,28,High School,0.6,30983.4,0,7626.39,1607.98,1,0.163,27497.48,12,0.932,0,517,0
ID_5426,25,Bachelor,1.7,117456.15,0,24689.74,6018.06,0,0.541,7572.55,60,0.014,0,623,0
ID_5427,43,Bachelor,4.0,22168.57,0,0.0,2252.99,2,0.088,30829.28,36,0.487,2,473,0
ID_5428,28,High School,0.3,32719.76,0,6556.32,0.0,0,0.065,55296.71,12,1.775,3,303,0
ID_5429,40,Bachelor,0.7,47885.65,1,4069.36,2079.27,0,0.215,32910.02,36,0.241,2,567,0
ID_5430,33,Bachelor,1.0,24829.39,0,0.0,3405.6,1,0.111,25610.34,48,0.271,0,584,0
ID_5431,18,Bachelor,0.0,94473.49,0,20190.61,6780.56,2,0.428,11669.65,60,0.026,0,591,0
ID_5432,18,Bachelor,0.0,83154.25,0,9777.1,4990.95,2,0.236,18582.85,36,0.078,2,511,0
ID_5433,41,Bachelor,4.0,40643.87,0,0.0,2097.83,1,0.203,1381.99,36,0.012,0,622,0
ID_5434,32,Bachelor,1.4,102724.62,1,16796.66,5181.99,0,0.158,1000.0,36,0.003,2,627,1
ID_5435,32,Bachelor,2.3,111820.06,1,13351.95,9815.95,0,0.529,23738.88,36,0.074,2,567,0
ID_5436,47,Bachelor,0.5,51195.9,0,11520.05,3983.27,0,0.448,34979.47,60,0.143,1,577,0
ID_5437,53,Bachelor,1.3,43246.25,0,7168.55,5269.05,0,0.149,9598.12,60,0.047,0,682,1
ID_5438,35,High School,11.4,167678.04,0,36725.58,13338.33,1,0.053,46523.63,36,0.097,0,722,1
ID_5439,34,High School,16.0,77697.7,1,17572.65,6331.31,1,0.229,14904.9,36,0.067,1,675,1
ID_5440,45,High School,5.2,61584.3,0,3157.5,3248.42,1,0.407,23381.4,36,0.133,0,611,0
ID_5441,22,High School,4.0,107127.28,1,0.0,1936.26,0,0.381,42018.63,36,0.137,0,620,0
ID_5442,41,Bachelor,5.1,63004.74,0,8131.06,5119.25,0,0.358,19364.6,60,0.065,2,559,0
ID_5443,45,Bachelor,0.2,42074.19,1,8926.66,1275.72,0,0.465,36296.45,36,0.302,0,622,0
ID_5444,47,High School,28.7,56391.85,0,0.0,7220.78,1,0.711,35307.92,36,0.219,0,601,1
ID_5445,18,PhD,0.0,91064.85,0,9973.29,8379.48,1,0.258,12869.26,36,0.049,1,576,0
ID_5446,29,Bachelor,5.7,20008.4,0,6381.51,1792.19,0,0.125,13353.04,24,0.35,1,571,1
ID_5447,28,Master,1.5,46909.93,0,4793.34,2376.54,0,0.288,47002.72,60,0.21,3,469,0
ID_5448,40,Bachelor,2.5,108177.5,1,4394.13,0.0,1,0.524,48759.06,36,0.158,0,614,1
ID_5449,44,Bachelor,5.2,41942.96,0,7024.91,4564.14,1,0.137,36259.67,36,0.303,1,590,0
ID_5450,56,High School,2.9,117366.2,1,19769.62,9830.68,0,0.207,9380.79,12,0.084,0,740,0
ID_5451,33,High School,1.4,109905.03,0,13583.68,0.0,1,0.117,40632.59,36,0.129,2,556,0
ID_5452,33,High School,2.0,52430.06,0,5982.91,5551.82,1,0.236,19994.65,60,0.08,0,628,0
ID_5453,52,Bachelor,2.1,40771.16,0,10239.38,3410.74,0,0.445,2163.97,36,0.019,2,552,0
ID_5454,42,High School,16.0,46925.69,1,0.0,1280.01,0,0.512,13539.48,36,0.101,1,601,0
ID_5455,54,Bachelor,8.0,205316.35,1,18687.63,8542.05,0,0.607,20972.92,36,0.036,2,613,0
ID_5456,42,High School,3.1,138304.38,0,31258.6,8470.31,0,0.025,44557.89,36,0.113,0,720,1
ID_5457,25,Master,1.1,57681.71,0,14138.17,3057.76,0,0.292,10554.54,36,0.064,1,588,1
ID_5458,23,High School,5.0,39971.55,1,4703.53,2655.72,0,0.348,7616.49,24,0.1,1,599,0
ID_5459,20,High School,0.9,57441.4,0,17227.05,1800.55,0,0.198,16310.41,60,0.06,0,641,1
ID_5460,46,High School,1.2,61200.67,0,5190.79,7584.23,2,0.046,22805.96,36,0.13,0,651,0
ID_5461,53,Bachelor,2.3,29094.97,1,3588.82,1493.63,0,0.305,37114.45,36,0.446,1,585,1
ID_5462,61,High School,10.6,56388.51,0,0.0,2322.29,0,0.614,35267.63,60,0.131,0,606,1
ID_5463,49,Bachelor,0.7,104946.1,0,27338.73,3585.95,0,0.078,1000.0,36,0.003,1,672,1
ID_5464,52,High School,0.7,22033.55,1,5179.86,2121.31,3,0.252,18595.32,36,0.295,0,608,1
ID_5465,32,Bachelor,3.4,81903.09,0,5395.17,6579.4,1,0.12,27230.3,36,0.116,2,559,0
ID_5466,25,Master,1.6,107731.68,0,3941.66,9770.09,1,0.746,9332.86,24,0.045,2,463,0
ID_5467,49,High School,4.2,40934.21,1,7767.18,3193.39,1,0.168,10951.98,60,0.056,1,653,0
ID_5468,44,Master,3.0,126384.97,1,28906.1,8354.89,0,0.214,36242.46,36,0.1,0,728,1
ID_5469,40,PhD,2.9,38362.34,0,6260.2,2479.53,3,0.191,37297.18,12,1.021,2,405,0
ID_5470,43,High School,0.6,67544.46,0,12080.82,4993.97,0,0.354,21810.28,60,0.068,0,646,1
ID_5471,42,High School,0.8,46472.39,1,9026.84,1079.98,1,0.312,32234.86,36,0.243,0,635,1
ID_5472,54,Bachelor,8.6,46467.19,0,0.0,4785.16,0,0.027,33337.37,36,0.251,0,668,0
ID_5473,54,Bachelor,10.9,39789.19,0,2089.46,1382.1,1,0.228,5257.25,60,0.028,1,617,0
ID_5474,45,Bachelor,1.3,76825.18,1,16270.38,8336.96,0,0.209,5498.23,36,0.025,2,630,1
ID_5475,49,Bachelor,0.6,82818.17,0,19882.49,0.0,1,0.087,17921.51,36,0.076,1,629,0
ID_5476,45,Bachelor,0.3,52459.09,0,5891.54,0.0,0,0.416,12526.17,24,0.125,0,608,0
ID_5477,33,High School,4.7,27447.1,1,0.0,2455.58,1,0.145,14259.89,60,0.109,1,598,0
ID_5478,48,Master,6.3,66276.13,0,14028.06,6660.23,0,0.112,23287.68,36,0.123,0,699,1
ID_5479,22,Bachelor,2.3,66903.54,0,4241.2,3686.04,2,0.065,23349.94,36,0.122,1,573,0
ID_5480,51,Bachelor,5.7,48612.82,1,7573.73,3539.99,0,0.359,1000.0,36,0.007,1,653,0
ID_5481,24,Master,6.0,137807.86,1,22242.16,5275.89,1,0.34,26720.83,48,0.051,2,588,0
ID_5482,42,Bachelor,13.7,24786.03,1,0.0,1736.71,1,0.572,20465.1,36,0.289,1,543,0
ID_5483,28,High School,0.3,17878.57,0,4394.27,1922.26,2,0.465,29061.18,36,0.569,3,354,0
ID_5484,45,Bachelor,1.1,37593.35,1,6687.49,0.0,2,0.282,13463.16,36,0.125,0,633,0
ID_5485,38,Bachelor,0.4,77281.68,0,15855.25,8054.45,3,0.465,13562.46,24,0.092,2,493,0
ID_5486,19,High School,1.0,31954.8,0,6673.79,2909.02,0,0.179,17970.28,36,0.197,0,610,0
ID_5487,44,PhD,7.9,33173.76,1,6746.42,2040.45,0,0.188,44234.25,48,0.35,2,581,0
ID_5488,32,High School,4.3,87160.86,0,11132.4,1376.54,0,0.305,17497.66,36,0.07,2,556,0
ID_5489,49,Bachelor,0.4,68273.29,1,13256.95,4389.32,1,0.171,44994.96,12,0.692,1,581,0
ID_5490,39,Bachelor,1.6,65416.54,1,6915.68,3711.68,0,0.531,42587.84,36,0.228,1,579,0
ID_5491,43,High School,1.8,80074.64,1,8755.32,6925.37,1,0.131,18909.21,60,0.05,0,705,0
ID_5492,27,Master,4.1,43800.63,0,4451.6,0.0,0,0.442,15801.25,24,0.189,1,534,0
ID_5493,31,Master,1.5,44824.4,0,2448.28,5303.2,0,0.077,16428.7,24,0.192,1,593,0
ID_5494,33,Bachelor,0.4,81217.79,0,8756.35,2261.15,1,0.622,22406.8,36,0.097,1,525,0
ID_5495,49,High School,6.6,27654.86,0,9255.43,1159.37,2,0.243,14940.77,60,0.113,0,629,1
ID_5496,59,High School,1.8,18557.7,1,4841.42,0.0,1,0.551,38242.85,12,2.164,5,300,0
ID_5497,29,Bachelor,3.0,43623.79,1,11928.74,1406.97,0,0.502,13377.24,36,0.107,3,497,0
ID_5498,51,High School,0.7,86287.21,0,0.0,0.0,3,0.297,40534.65,12,0.493,0,527,0
ID_5499,18,Bachelor,0.0,61560.75,1,6151.34,1914.57,1,0.101,8215.09,24,0.07,0,658,1
ID_5500,24,PhD,4.2,83170.31,0,23701.02,5632.59,1,0.557,1000.0,36,0.004,1,561,0
ID_5501,27,Bachelor,9.0,19768.65,1,2728.1,2324.64,0,0.421,1000.0,36,0.018,1,599,0
ID_5502,22,Master,3.4,63433.56,0,12333.58,5568.29,1,0.138,15273.76,36,0.084,0,643,0
ID_5503,19,Bachelor,1.0,75126.77,0,20428.25,0.0,0,0.241,10463.64,24,0.073,0,631,1
ID_5504,43,Bachelor,11.1,27573.25,1,7860.86,4201.98,3,0.266,9650.58,36,0.122,0,652,1
ID_5505,36,Master,4.3,83368.75,0,9791.22,3736.45,1,0.057,42694.19,36,0.179,0,662,1
ID_5506,43,Bachelor,13.6,51238.2,0,8227.0,6288.81,1,0.393,11832.68,36,0.081,0,649,1
ID_5507,47,Master,2.0,250000.0,1,7014.18,19721.88,1,0.275,1000.0,48,0.001,0,714,1
ID_5508,42,High School,2.3,18240.18,0,7502.67,1010.76,0,0.372,35165.4,48,0.506,1,521,0
ID_5509,46,High School,0.2,107425.96,1,19842.24,1578.28,1,0.263,49049.21,60,0.096,1,641,1
ID_5510,38,Master,4.4,44485.61,1,12439.12,4046.63,1,0.312,33097.49,24,0.391,1,586,1
ID_5511,24,Bachelor,6.0,24135.14,1,4509.76,3261.42,1,0.399,12937.69,60,0.113,3,484,0
ID_5512,51,Master,7.4,41627.76,0,13183.03,1046.91,0,0.256,28088.76,24,0.354,0,641,0
ID_5513,31,Master,0.8,62239.16,1,11994.82,4944.27,2,0.154,10540.28,60,0.036,1,625,1
ID_5514,27,High School,2.9,91010.79,1,6906.53,10082.21,1,0.677,7511.09,48,0.022,1,566,0
ID_5515,36,Bachelor,1.0,128153.26,0,14315.37,5328.31,0,0.319,21442.93,36,0.059,1,611,1
ID_5516,28,Bachelor,5.4,110298.6,1,20458.51,5043.72,1,0.565,23974.37,48,0.057,1,598,0
ID_5517,33,Bachelor,0.9,33433.34,0,6612.16,3420.16,2,0.363,21349.86,36,0.224,1,522,0
ID_5518,43,Bachelor,11.7,95328.33,1,7773.84,2453.85,1,0.116,55089.91,36,0.202,3,574,0
ID_5519,43,High School,1.3,65883.45,0,3632.11,7270.91,0,0.258,25770.26,12,0.411,0,609,1
ID_5520,28,Bachelor,1.7,39053.92,0,10028.84,4004.65,1,0.267,42275.32,36,0.379,0,581,0
ID_5521,33,Bachelor,9.5,48729.74,0,3314.77,0.0,0,0.27,65173.89,36,0.468,1,546,0
ID_5522,51,High School,3.1,37990.02,1,0.0,1973.31,1,0.577,16476.23,24,0.228,3,449,1
ID_5523,44,Master,0.1,55190.5,0,14860.18,1688.69,1,0.167,27674.52,36,0.176,0,641,1
ID_5524,63,Bachelor,3.4,37615.48,0,6487.06,2810.02,0,0.404,39705.52,60,0.222,3,498,0
ID_5525,53,Master,0.4,32402.89,1,5965.83,4116.89,0,0.275,27197.11,36,0.294,1,614,0
ID_5526,52,High School,21.1,68841.33,1,0.0,5519.61,0,0.384,20012.01,60,0.061,0,707,1
ID_5527,22,High School,4.0,74188.56,1,11091.85,6711.31,0,0.307,67183.49,36,0.317,2,553,0
ID_5528,48,Bachelor,1.5,49325.75,0,8251.75,0.0,0,0.562,46570.27,24,0.496,4,371,0
ID_5529,38,High School,4.1,107347.41,0,30324.71,7937.0,2,0.304,1000.0,36,0.003,0,654,0
ID_5530,32,PhD,0.4,47561.78,1,7251.55,4893.52,1,0.33,49432.21,24,0.546,1,543,0
ID_5531,41,High School,8.0,46565.38,1,4602.42,4480.81,1,0.096,53806.11,36,0.404,1,619,1
ID_5532,50,Bachelor,13.0,75376.02,1,0.0,7975.19,0,0.258,46516.35,24,0.324,1,630,1
